Gene/Build	Transcript/Chr	Region	Amplicon	Start Pos	End Pos	Chromosome	GRCh37 Genomic ID	GRCh37 Genomic Start	GRCh37 Genomic End
FBN1	NM_000138.4	Exon 05	05	c.443-15	c.538+15	15	NC_000015.9	48888590	48888465
FBN1	NM_000138.4	Exon 06	06	c.539-15	c.736+15	15	NC_000015.9	48830020	48829793
FBN1	NM_000138.4	Exon 07	07	c.737-15	c.862+15	15	NC_000015.9	48826417	48826262
FBN1	NM_000138.4	Exon 08	08	c.863-15	c.988+15	15	NC_000015.9	48818467	48818312
FBN1	NM_000138.4	Exon 09	09	c.989-15	c.1147+15	15	NC_000015.9	48813029	48812841
FBN1	NM_000138.4	Exon 10	10	c.1148-15	c.1327+15	15	NC_000015.9	48808574	48808365
FBN1	NM_000138.4	Exon 11	11	c.1328-15	c.1468+15	15	NC_000015.9	48807739	48807569
FBN1	NM_000138.4	Exon 12	12	c.1469-15	c.1588+15	15	NC_000015.9	48805880	48805731
FBN1	NM_000138.4	Exon 13	13	c.1589-15	c.1714+15	15	NC_000015.9	48802381	48802226
FBN1	NM_000138.4	Exon 14	14	c.1715-15	c.1837+15	15	NC_000015.9	48800916	48800764
FBN1	NM_000138.4	Exon 15	15	c.1838-15	c.1960+15	15	NC_000015.9	48797359	48797207
FBN1	NM_000138.4	Exon 16	16	c.1961-15	c.2113+15	15	NC_000015.9	48796151	48795969
FBN1	NM_000138.4	Exon 17	17	c.2114-15	c.2167+15	15	NC_000015.9	48791250	48791167
FBN1	NM_000138.4	Exon 18	18	c.2168-15	c.2293+15	15	NC_000015.9	48789603	48789448
FBN1	NM_000138.4	Exon 19	19	c.2294-15	c.2419+15	15	NC_000015.9	48788437	48788282
FBN1	NM_000138.4	Exon 20	20	c.2420-15	c.2539+15	15	NC_000015.9	48787800	48787651
FBN1	NM_000138.4	Exon 21	21	c.2540-15	c.2677+15	15	NC_000015.9	48787472	48787305
FBN1	NM_000138.4	Exon 22	22	c.2678-15	c.2728+15	15	NC_000015.9	48786466	48786386
FBN1	NM_000138.4	Exon 23	23	c.2729-15	c.2854+15	15	NC_000015.9	48784798	48784643
FBN1	NM_000138.4	Exon 24	24	c.2855-15	c.3082+15	15	NC_000015.9	48782290	48782033
FBN1	NM_000138.4	Exon 25	25	c.3083-15	c.3208+15	15	NC_000015.9	48780705	48780550
FBN1	NM_000138.4	Exon 26	26	c.3209-15	c.3337+15	15	NC_000015.9	48780453	48780295
FBN1	NM_000138.4	Exon 27	27	c.3338-15	c.3463+15	15	NC_000015.9	48779649	48779494
FBN1	NM_000138.4	Exon 28	28	c.3464-15	c.3589+15	15	NC_000015.9	48779412	48779257
FBN1	NM_000138.4	Exon 29	29	c.3590-15	c.3712+15	15	NC_000015.9	48777708	48777556
FBN1	NM_000138.4	Exon 30	30	c.3713-15	c.3838+15	15	NC_000015.9	48776155	48776000
FBN1	NM_000138.4	Exon 31	31	c.3839-15	c.3964+15	15	NC_000015.9	48773992	48773837
FBN1	NM_000138.4	Exon 32	32	c.3965-15	c.4087+15	15	NC_000015.9	48766862	48766710
FBN1	NM_000138.4	Exon 33	33	c.4088-15	c.4210+15	15	NC_000015.9	48766589	48766437
FBN1	NM_000138.4	Exon 34	34	c.4211-15	c.4336+15	15	NC_000015.9	48764888	48764733
FBN1	NM_000138.4	Exon 35	35	c.4337-15	c.4459+15	15	NC_000015.9	48762968	48762816
FBN1	NM_000138.4	Exon 36	36	c.4460-15	c.4582+15	15	NC_000015.9	48760746	48760594
FBN1	NM_000138.4	Exon 37	37	c.4583-15	c.4747+15	15	NC_000015.9	48760314	48760120
FBN1	NM_000138.4	Exon 38	38	c.4748-15	c.4816+15	15	NC_000015.9	48758070	48757972
FBN1	NM_000138.4	Exon 39	39	c.4817-15	c.4942+15	15	NC_000015.9	48757905	48757750
FBN1	NM_000138.4	Exon 40	40	c.4943-15	c.5065+15	15	NC_000015.9	48756233	48756081
FBN1	NM_000138.4	Exon 41	41	c.5066-15	c.5224+15	15	NC_000015.9	48755452	48755264
FBN1	NM_000138.4	Exon 42	42	c.5225-15	c.5296+15	15	NC_000015.9	48752529	48752428
FBN1	NM_000138.4	Exon 43	43	c.5297-15	c.5422+15	15	NC_000015.9	48748974	48748819
FBN1	NM_000138.4	Exon 44	44	c.5423-15	c.5545+15	15	NC_000015.9	48744896	48744744
FBN1	NM_000138.4	Exon 45	45	c.5546-15	c.5671+15	15	NC_000015.9	48741105	48740950
FBN1	NM_000138.4	Exon 46	46	c.5672-15	c.5788+15	15	NC_000015.9	48739034	48738888
FBN1	NM_000138.4	Exon 47	47	c.5789-15	c.5917+15	15	NC_000015.9	48737716	48737558
FBN1	NM_000138.4	Exon 48	48	c.5918-15	c.6037+15	15	NC_000015.9	48736872	48736723
FBN1	NM_000138.4	Exon 49	49	c.6038-15	c.6163+15	15	NC_000015.9	48734058	48733903
FBN1	NM_000138.4	Exon 50	50	c.6164-15	c.6313+15	15	NC_000015.9	48730129	48729950
FBN1	NM_000138.4	Exon 51	51	c.6314-15	c.6379+15	15	NC_000015.9	48729599	48729504
FBN1	NM_000138.4	Exon 52	52	c.6380-15	c.6496+15	15	NC_000015.9	48729289	48729143
FBN1	NM_000138.4	Exon 53	53	c.6497-15	c.6616+15	15	NC_000015.9	48726925	48726776
FBN1	NM_000138.4	Exon 54	54	c.6617-15	c.6739+15	15	NC_000015.9	48725200	48725048
FBN1	NM_000138.4	Exon 55	55	c.6740-15	c.6871+15	15	NC_000015.9	48723014	48722853
FBN1	NM_000138.4	Exon 56	56	c.6872-15	c.6997+15	15	NC_000015.9	48720683	48720528
FBN1	NM_000138.4	Exon 57	57	c.6998-15	c.7204+15	15	NC_000015.9	48719985	48719749
FBN1	NM_000138.4	Exon 58	58	c.7205-15	c.7330+15	15	NC_000015.9	48718076	48717921
FBN1	NM_000138.4	Exon 59	59	c.7331-15	c.7453+15	15	NC_000015.9	48717703	48717551
FBN1	NM_000138.4	Exon 60	60	c.7454-15	c.7570+15	15	NC_000015.9	48714280	48714134
FBN1	NM_000138.4	Exon 61	61	c.7571-15	c.7699+15	15	NC_000015.9	48713898	48713740
FBN1	NM_000138.4	Exon 62	62	c.7700-15	c.7819+15	15	NC_000015.9	48713018	48712869
FBN1	NM_000138.4	Exon 63	63	c.7820-15	c.8051+15	15	NC_000015.9	48707979	48707718
FBN1	NM_000138.4	Exon 64	64	c.8052-15	c.8226+15	15	NC_000015.9	48704955	48704751
FBN1	NM_000138.4	Exon 65	65	c.8227-15	c.*15	15	NC_000015.9	48703591	48703172
GLA	NM_000169.2	Exon 01	01	c.-15	c.194+15	X	NC_000023.10	100662906	100662683
GLA	NM_000169.2	Exon 02	02	c.195-15	c.369+15	X	NC_000023.10	100658988	100658784
GLA	NM_000169.2	Exon 03	03	c.370-15	c.547+15	X	NC_000023.10	100656812	100656605
GLA	NM_000169.2	Exon 04	04	c.548-15	c.639+15	X	NC_000023.10	100655760	100655639
GLA	NM_000169.2	Exon 05	05	c.640-15	c.801+15	X	NC_000023.10	100653949	100653758
GLA	NM_000169.2	Exon 06	06	c.802-15	c.999+15	X	NC_000023.10	100653570	100653343
GLA	NM_000169.2	Exon 07	07	c.1000-15	c.*15	X	NC_000023.10	100653102	100652782
KCNH2	NM_000238.3	Exon 01	01	c.-15	c.76+15	7	NC_000007.13	150675016	150674911
KCNH2	NM_000238.3	Exon 02	02	c.77-15	c.307+15	7	NC_000007.13	150672044	150671784
KCNH2	NM_000238.3	Exon 03	03	c.308-15	c.472+15	7	NC_000007.13	150656839	150656645
KCNH2	NM_000238.3	Exon 04	04	c.473-15	c.916+15	7	NC_000007.13	150655605	150655132
KCNH2	NM_000238.3	Exon 05	05	c.917-15	c.1128+15	7	NC_000007.13	150654605	150654364
KCNH2	NM_000238.3	Exon 06	06	c.1129-15	c.1557+15	7	NC_000007.13	150649956	150649498
KCNH2	NM_000238.3	Exon 07	07	c.1558-15	c.1945+15	7	NC_000007.13	150648938	150648521
KCNH2	NM_000238.3	Exon 08	08	c.1946-15	c.2145+15	7	NC_000007.13	150648223	150647994
KCNH2	NM_000238.3	Exon 10	10	c.2399-15	c.2592+15	7	NC_000007.13	150646152	150645929
KCNH2	NM_000238.3	Exon 11	11	c.2593-15	c.2692+15	7	NC_000007.13	150645646	150645517
KCNH2	NM_000238.3	Exon 12	12	c.2693-15	c.2965+15	7	NC_000007.13	150644981	150644679
KCNH2	NM_000238.3	Exon 13	13	c.2966-15	c.3152+15	7	NC_000007.13	150644617	150644401
KCNH2	NM_000238.3	Exon 14	14	c.3153-15	c.3330+15	7	NC_000007.13	150644157	150643950
KCNH2	NM_000238.3	Exon 15	15	c.3331-15	c.*15	7	NC_000007.13	150642617	150642438
KCNH2	NM_172056.2	Exon 09A	09A	c.2146-15	c.*15	7	NC_000007.13	150647523	150646972
KCNH2	NM_172057.2	Exon 01B	01B	c.-15	c.108+15	7	NC_000007.13	150652606	150652469
KCNQ1	NM_000218.2	Exon 01	01	c.-15	c.386+15	11	NC_000011.9	2466314	2466729
KCNQ1	NM_000218.2	Exon 02	02	c.387-15	c.477+15	11	NC_000011.9	2549143	2549263
KCNQ1	NM_000218.2	Exon 03	03	c.478-15	c.604+15	11	NC_000011.9	2591843	2591999
KCNQ1	NM_000218.2	Exon 04	04	c.605-15	c.683+15	11	NC_000011.9	2592540	2592648
KCNQ1	NM_000218.2	Exon 05	05	c.684-15	c.780+15	11	NC_000011.9	2593228	2593354
KCNQ1	NM_000218.2	Exon 06	06	c.781-15	c.921+15	11	NC_000011.9	2594061	2594231
KCNQ1	NM_000218.2	Exon 07	07	c.922-15	c.1032+15	11	NC_000011.9	2604650	2604790
KCNQ1	NM_000218.2	Exon 08	08	c.1033-15	c.1128+15	11	NC_000011.9	2606427	2606552
KCNQ1	NM_000218.2	Exon 09	09	c.1129-15	c.1251+15	11	NC_000011.9	2608785	2608937
KCNQ1	NM_000218.2	Exon 10	10	c.1252-15	c.1393+15	11	NC_000011.9	2609928	2610099
KCNQ1	NM_000218.2	Exon 11	11	c.1394-15	c.1514+15	11	NC_000011.9	2683176	2683326
KCNQ1	NM_000218.2	Exon 12	12	c.1515-15	c.1590+15	11	NC_000011.9	2790059	2790164
KCNQ1	NM_000218.2	Exon 13	13	c.1591-15	c.1685+15	11	NC_000011.9	2797175	2797299
KCNQ1	NM_000218.2	Exon 14	14	c.1686-15	c.1732+15	11	NC_000011.9	2798201	2798277
KCNQ1	NM_000218.2	Exon 15	15	c.1733-15	c.1794+15	11	NC_000011.9	2799191	2799282
KCNQ1	NM_000218.2	Exon 16	16	c.1795-15	c.*15	11	NC_000011.9	2868982	2869248
KCNQ1	NM_181798.1	Exon 01A	01A	c.-15	c.5+15	11	NC_000011.9	2482925	2482959
LDLR	NM_000527.4	Exon 01	01	c.-15	c.67+15	19	NC_000019.9	11200210	11200306
LDLR	NM_000527.4	Exon 02	02	c.68-15	c.190+15	19	NC_000019.9	11210884	11211036
LDLR	NM_000527.4	Exon 03	03	c.191-15	c.313+15	19	NC_000019.9	11213325	11213477
LDLR	NM_000527.4	Exon 04	04	c.314-15	c.694+15	19	NC_000019.9	11215881	11216291
LDLR	NM_000527.4	Exon 05	05	c.695-15	c.817+15	19	NC_000019.9	11217226	11217378
LDLR	NM_000527.4	Exon 06	06	c.818-15	c.940+15	19	NC_000019.9	11218053	11218205
LDLR	NM_000527.4	Exon 07	07	c.941-15	c.1060+15	19	NC_000019.9	11221313	11221462
LDLR	NM_000527.4	Exon 08	08	c.1061-15	c.1186+15	19	NC_000019.9	11222175	11222330
LDLR	NM_000527.4	Exon 09	09	c.1187-15	c.1358+15	19	NC_000019.9	11223939	11224140
LDLR	NM_000527.4	Exon 10	10	c.1359-15	c.1586+15	19	NC_000019.9	11224196	11224453
LDLR	NM_000527.4	Exon 11	11	c.1587-15	c.1705+15	19	NC_000019.9	11226755	11226903
LDLR	NM_000527.4	Exon 12	12	c.1706-15	c.1845+15	19	NC_000019.9	11227520	11227689
LDLR	NM_000527.4	Exon 13	13	c.1846-15	c.1987+15	19	NC_000019.9	11230753	11230924
LDLR	NM_000527.4	Exon 14	14	c.1988-15	c.2140+15	19	NC_000019.9	11231031	11231213
LDLR	NM_000527.4	Exon 15	15	c.2141-15	c.2311+15	19	NC_000019.9	11233835	11234035
LDLR	NM_000527.4	Exon 16	16	c.2312-15	c.2389+15	19	NC_000019.9	11238669	11238776
LDLR	NM_000527.4	Exon 17	17	c.2390-15	c.2547+15	19	NC_000019.9	11240174	11240361
LDLR	NM_000527.4	Exon 18	18	c.2548-15	c.*15	19	NC_000019.9	11241942	11242007
LMNA	NM_005572.3	Exon 10	10	c.1609-15	c.*15	1	NC_000001.10	156107430	156107570
LMNA	NM_170707.2	Exon 01	01	c.-15	c.356+15	1	NC_000001.10	156084695	156085080
LMNA	NM_170707.2	Exon 02	02	c.357-15	c.513+15	1	NC_000001.10	156100393	156100579
LMNA	NM_170707.2	Exon 03	03	c.514-15	c.639+15	1	NC_000001.10	156104179	156104334
LMNA	NM_170707.2	Exon 04	04	c.640-15	c.810+15	1	NC_000001.10	156104581	156104781
LMNA	NM_170707.2	Exon 05	05	c.811-15	c.936+15	1	NC_000001.10	156104963	156105118
LMNA	NM_170707.2	Exon 06	06	c.937-15	c.1157+15	1	NC_000001.10	156105677	156105927
LMNA	NM_170707.2	Exon 07	07	c.1158-15	c.1380+15	1	NC_000001.10	156105990	156106242
LMNA	NM_170707.2	Exon 08	08	c.1381-15	c.1488+15	1	NC_000001.10	156106697	156106834
LMNA	NM_170707.2	Exon 09	09	c.1489-15	c.1608+15	1	NC_000001.10	156106889	156107038
LMNA	NM_170707.2	Exon 11	11	c.1699-15	c.1968+15	1	NC_000001.10	156108264	156108563
LMNA	NM_170707.2	Exon 12	12	c.1969-15	c.*15	1	NC_000001.10	156108856	156108912
MEN1	NM_130804.2	Exon 03	03	c.-15	c.460+15	11	NC_000011.9	64577596	64577107
MEN1	NM_130804.2	Exon 04	04	c.461-15	c.669+15	11	NC_000011.9	64575586	64575348
MEN1	NM_130804.2	Exon 05	05	c.670-15	c.798+15	11	NC_000011.9	64575167	64575009
MEN1	NM_130804.2	Exon 06	06	c.799-15	c.839+15	11	NC_000011.9	64574706	64574636
MEN1	NM_130804.2	Exon 07	07	c.840-15	c.927+15	11	NC_000011.9	64574585	64574468
MEN1	NM_130804.2	Exon 08	08	c.928-15	c.1064+15	11	NC_000011.9	64573855	64573689
MEN1	NM_130804.2	Exon 09	09	c.1065-15	c.1200+15	11	NC_000011.9	64573257	64573092
MEN1	NM_130804.2	Exon 10	10	c.1201-15	c.1365+15	11	NC_000011.9	64572685	64572491
MEN1	NM_130804.2	Exon 11	11	c.1366-15	c.*15	11	NC_000011.9	64572303	64571791
MLH1	NM_000249.3	Exon 01	01	c.-15	c.116+15	3	NC_000003.11	37035024	37035169
MLH1	NM_000249.3	Exon 02	02	c.117-15	c.207+15	3	NC_000003.11	37038095	37038215
MLH1	NM_000249.3	Exon 03	03	c.208-15	c.306+15	3	NC_000003.11	37042431	37042559
MLH1	NM_000249.3	Exon 04	04	c.307-15	c.380+15	3	NC_000003.11	37045877	37045980
MLH1	NM_000249.3	Exon 05	05	c.381-15	c.453+15	3	NC_000003.11	37048467	37048569
MLH1	NM_000249.3	Exon 06	06	c.454-15	c.545+15	3	NC_000003.11	37050290	37050411
MLH1	NM_000249.3	Exon 07	07	c.546-15	c.588+15	3	NC_000003.11	37053296	37053368
MLH1	NM_000249.3	Exon 08	08	c.589-15	c.677+15	3	NC_000003.11	37053487	37053605
MLH1	NM_000249.3	Exon 09	09	c.678-15	c.790+15	3	NC_000003.11	37055908	37056050
MLH1	NM_000249.3	Exon 10	10	c.791-15	c.884+15	3	NC_000003.11	37058982	37059105
MLH1	NM_000249.3	Exon 11	11	c.885-15	c.1038+15	3	NC_000003.11	37061786	37061969
MLH1	NM_000249.3	Exon 12	12	c.1039-15	c.1409+15	3	NC_000003.11	37067113	37067513
MLH1	NM_000249.3	Exon 13	13	c.1410-15	c.1558+15	3	NC_000003.11	37070260	37070438
MLH1	NM_000249.3	Exon 14	14	c.1559-15	c.1667+15	3	NC_000003.11	37081662	37081800
MLH1	NM_000249.3	Exon 15	15	c.1668-15	c.1731+15	3	NC_000003.11	37083744	37083837
MLH1	NM_000249.3	Exon 16	16	c.1732-15	c.1896+15	3	NC_000003.11	37088995	37089189
MLH1	NM_000249.3	Exon 17	17	c.1897-15	c.1989+15	3	NC_000003.11	37089993	37090115
MLH1	NM_000249.3	Exon 18	18	c.1990-15	c.2103+15	3	NC_000003.11	37090380	37090523
MLH1	NM_000249.3	Exon 19	19	c.2104-15	c.*15	3	NC_000003.11	37091962	37092159
MSH2	NM_000251.1	Exon 01	01	c.-15	c.211+15	2	NC_000002.11	47630316	47630556
MSH2	NM_000251.1	Exon 02	02	c.212-15	c.366+15	2	NC_000002.11	47635525	47635709
MSH2	NM_000251.1	Exon 03	03	c.367-15	c.645+15	2	NC_000002.11	47637218	47637526
MSH2	NM_000251.1	Exon 04	04	c.646-15	c.792+15	2	NC_000002.11	47639538	47639714
MSH2	NM_000251.1	Exon 05	05	c.793-15	c.942+15	2	NC_000002.11	47641393	47641572
MSH2	NM_000251.1	Exon 06	06	c.943-15	c.1076+15	2	NC_000002.11	47643420	47643583
MSH2	NM_000251.1	Exon 07	07	c.1077-15	c.1276+15	2	NC_000002.11	47656866	47657095
MSH2	NM_000251.1	Exon 08	08	c.1277-15	c.1386+15	2	NC_000002.11	47672672	47672811
MSH2	NM_000251.1	Exon 09	09	c.1387-15	c.1510+15	2	NC_000002.11	47690155	47690308
MSH2	NM_000251.1	Exon 10	10	c.1511-15	c.1661+15	2	NC_000002.11	47693782	47693962
MSH2	NM_000251.1	Exon 11	11	c.1662-15	c.1759+15	2	NC_000002.11	47698089	47698216
MSH2	NM_000251.1	Exon 12	12	c.1760-15	c.2005+15	2	NC_000002.11	47702149	47702424
MSH2	NM_000251.1	Exon 13	13	c.2006-15	c.2210+15	2	NC_000002.11	47703491	47703725
MSH2	NM_000251.1	Exon 14	14	c.2211-15	c.2458+15	2	NC_000002.11	47705396	47705673
MSH2	NM_000251.1	Exon 15	15	c.2459-15	c.2634+15	2	NC_000002.11	47707820	47708025
MSH2	NM_000251.1	Exon 16	16	c.2635-15	c.*15	2	NC_000002.11	47709903	47710103
MSH6	NM_000179.2	Exon 01	01	c.-15	c.260+15	2	NC_000002.11	48010358	48010647
MSH6	NM_000179.2	Exon 02	02	c.261-15	c.457+15	2	NC_000002.11	48018051	48018277
MSH6	NM_000179.2	Exon 03	03	c.458-15	c.627+15	2	NC_000002.11	48023018	48023217
MSH6	NM_000179.2	Exon 04	04	c.628-15	c.3172+15	2	NC_000002.11	48025735	48028309
MSH6	NM_000179.2	Exon 05	05	c.3173-15	c.3438+15	2	NC_000002.11	48030544	48030839
MSH6	NM_000179.2	Exon 06	06	c.3439-15	c.3556+15	2	NC_000002.11	48032034	48032181
MSH6	NM_000179.2	Exon 07	07	c.3557-15	c.3646+15	2	NC_000002.11	48032742	48032861
MSH6	NM_000179.2	Exon 08	08	c.3647-15	c.3801+15	2	NC_000002.11	48033328	48033512
MSH6	NM_000179.2	Exon 09	09	c.3802-15	c.4001+15	2	NC_000002.11	48033576	48033805
MSH6	NM_000179.2	Exon 10	10	c.4002-15	c.*15	2	NC_000002.11	48033903	48034014
MUTYH	NM_001128425.1	Exon 03	03	c.158-15	c.348+15	1	NC_000001.10	45799290	45799070
MUTYH	NM_012222.2	Exon 01	01	c.-15	c.36+15	1	NC_000001.10	45805941	45805876
MUTYH	NM_012222.2	Exon 02	02	c.37-15	c.157+15	1	NC_000001.10	45800198	45800048
MUTYH	NM_012222.2	Exon 04	04	c.340-15	c.379+15	1	NC_000001.10	45799011	45798942
MUTYH	NM_012222.2	Exon 05	05	c.380-15	c.453+15	1	NC_000001.10	45798857	45798754
MUTYH	NM_012222.2	Exon 06	06	c.454-15	c.495+15	1	NC_000001.10	45798646	45798575
MUTYH	NM_012222.2	Exon 07	07	c.496-15	c.567+15	1	NC_000001.10	45798521	45798420
MUTYH	NM_012222.2	Exon 08	08	c.568-15	c.681+15	1	NC_000001.10	45798374	45798231
MUTYH	NM_012222.2	Exon 09	09	c.682-15	c.779+15	1	NC_000001.10	45798175	45798048
MUTYH	NM_012222.2	Exon 10	10	c.780-15	c.924+15	1	NC_000001.10	45797997	45797823
MUTYH	NM_012222.2	Exon 11	11	c.925-15	c.988+15	1	NC_000001.10	45797773	45797680
MUTYH	NM_012222.2	Exon 12	12	c.989-15	c.1177+15	1	NC_000001.10	45797536	45797318
MUTYH	NM_012222.2	Exon 13	13	c.1178-15	c.1314+15	1	NC_000001.10	45797243	45797077
MUTYH	NM_012222.2	Exon 14	14	c.1315-15	c.1467+15	1	NC_000001.10	45797021	45796839
MUTYH	NM_012222.2	Exon 15	15	c.1468-15	c.1509+15	1	NC_000001.10	45796244	45796173
MUTYH	NM_012222.2	Exon 16	16	c.1510-15	c.*15	1	NC_000001.10	45795124	45794963
MYBPC3	NM_000256.3	Exon 01	01	c.-15	c.25+15	11	NC_000011.9	47374213	47374159
MYBPC3	NM_000256.3	Exon 02	02	c.26-15	c.292+15	11	NC_000011.9	47373071	47372775
MYBPC3	NM_000256.3	Exon 03	03	c.293-15	c.406+15	11	NC_000011.9	47372181	47372038
MYBPC3	NM_000256.3	Exon 04	04	c.407-15	c.505+15	11	NC_000011.9	47371678	47371550
MYBPC3	NM_000256.3	Exon 05	05	c.506-15	c.654+15	11	NC_000011.9	47371488	47371310
MYBPC3	NM_000256.3	Exon 06	06	c.655-15	c.772+15	11	NC_000011.9	47370107	47369960
MYBPC3	NM_000256.3	Exon 07	07	c.773-15	c.821+15	11	NC_000011.9	47369471	47369393
MYBPC3	NM_000256.3	Exon 08	08	c.822-15	c.851+15	11	NC_000011.9	47369246	47369187
MYBPC3	NM_000256.3	Exon 09	09	c.852-15	c.905+15	11	NC_000011.9	47369045	47368962
MYBPC3	NM_000256.3	Exon 10	10	c.906-15	c.908+15	11	NC_000011.9	47368595	47368563
MYBPC3	NM_000256.3	Exon 11	11	c.909-15	c.926+15	11	NC_000011.9	47368210	47368163
MYBPC3	NM_000256.3	Exon 12	12	c.927-15	c.1090+15	11	NC_000011.9	47367936	47367743
MYBPC3	NM_000256.3	Exon 13	13	c.1091-15	c.1223+15	11	NC_000011.9	47365190	47365028
MYBPC3	NM_000256.3	Exon 14	14	c.1224-15	c.1226+15	11	NC_000011.9	47364828	47364796
MYBPC3	NM_000256.3	Exon 15	15	c.1227-15	c.1351+15	11	NC_000011.9	47364711	47364557
MYBPC3	NM_000256.3	Exon 16	16	c.1352-15	c.1457+15	11	NC_000011.9	47364501	47364366
MYBPC3	NM_000256.3	Exon 17	17	c.1458-15	c.1624+15	11	NC_000011.9	47364310	47364114
MYBPC3	NM_000256.3	Exon 18	18	c.1625-15	c.1790+15	11	NC_000011.9	47363722	47363527
MYBPC3	NM_000256.3	Exon 19	19	c.1791-15	c.1897+15	11	NC_000011.9	47362810	47362674
MYBPC3	NM_000256.3	Exon 20	20	c.1898-15	c.1927+15	11	NC_000011.9	47362598	47362539
MYBPC3	NM_000256.3	Exon 21	21	c.1928-15	c.2067+15	11	NC_000011.9	47361356	47361187
MYBPC3	NM_000256.3	Exon 22	22	c.2068-15	c.2148+15	11	NC_000011.9	47360970	47360860
MYBPC3	NM_000256.3	Exon 23	23	c.2149-15	c.2308+15	11	NC_000011.9	47360245	47360056
MYBPC3	NM_000256.3	Exon 24	24	c.2309-15	c.2413+15	11	NC_000011.9	47359360	47359226
MYBPC3	NM_000256.3	Exon 25	25	c.2414-15	c.2602+15	11	NC_000011.9	47359145	47358927
MYBPC3	NM_000256.3	Exon 26	26	c.2603-15	c.2737+15	11	NC_000011.9	47357577	47357413
MYBPC3	NM_000256.3	Exon 27	27	c.2738-15	c.2905+15	11	NC_000011.9	47356775	47356578
MYBPC3	NM_000256.3	Exon 28	28	c.2906-15	c.2994+15	11	NC_000011.9	47355576	47355458
MYBPC3	NM_000256.3	Exon 29	29	c.2995-15	c.3190+15	11	NC_000011.9	47355318	47355093
MYBPC3	NM_000256.3	Exon 30	30	c.3191-15	c.3330+15	11	NC_000011.9	47354899	47354730
MYBPC3	NM_000256.3	Exon 31	31	c.3331-15	c.3490+15	11	NC_000011.9	47354539	47354350
MYBPC3	NM_000256.3	Exon 32	32	c.3491-15	c.3627+15	11	NC_000011.9	47354268	47354102
MYBPC3	NM_000256.3	Exon 33	33	c.3628-15	c.3814+15	11	NC_000011.9	47353824	47353608
MYBPC3	NM_000256.3	Exon 34	34	c.3815-15	c.*15	11	NC_000011.9	47353447	47353407
MYH11	NM_001040113.1	Exon 02	02	c.-15	c.345+15	16	NC_000016.9	15932124	15931750
MYH11	NM_001040113.1	Exon 03	03	c.346-15	c.502+15	16	NC_000016.9	15917283	15917097
MYH11	NM_001040113.1	Exon 04	04	c.503-15	c.530+15	16	NC_000016.9	15892559	15892502
MYH11	NM_001040113.1	Exon 05	05	c.531-15	c.633+15	16	NC_000016.9	15880604	15880472
MYH11	NM_001040113.1	Exon 06	06	c.634-15	c.654+15	16	NC_000016.9	15878590	15878540
MYH11	NM_001040113.1	Exon 07	07	c.655-15	c.747+15	16	NC_000016.9	15876349	15876227
MYH11	NM_001040113.1	Exon 08	08	c.748-15	c.811+15	16	NC_000016.9	15872715	15872622
MYH11	NM_001040113.1	Exon 09	09	c.812-15	c.910+15	16	NC_000016.9	15870048	15869920
MYH11	NM_001040113.1	Exon 10	10	c.911-15	c.1054+15	16	NC_000016.9	15865584	15865411
MYH11	NM_001040113.1	Exon 11	11	c.1055-15	c.1150+15	16	NC_000016.9	15857763	15857638
MYH11	NM_001040113.1	Exon 12	12	c.1151-15	c.1269+15	16	NC_000016.9	15854530	15854382
MYH11	NM_001040113.1	Exon 13	13	c.1270-15	c.1422+15	16	NC_000016.9	15853600	15853418
MYH11	NM_001040113.1	Exon 14	14	c.1423-15	c.1596+15	16	NC_000016.9	15851872	15851669
MYH11	NM_001040113.1	Exon 15	15	c.1597-15	c.1770+15	16	NC_000016.9	15850386	15850183
MYH11	NM_001040113.1	Exon 16	16	c.1771-15	c.1885+15	16	NC_000016.9	15847380	15847236
MYH11	NM_001040113.1	Exon 17	17	c.1886-15	c.2079+15	16	NC_000016.9	15844203	15843980
MYH11	NM_001040113.1	Exon 18	18	c.2080-15	c.2201+15	16	NC_000016.9	15842040	15841889
MYH11	NM_001040113.1	Exon 19	19	c.2202-15	c.2271+15	16	NC_000016.9	15841815	15841716
MYH11	NM_001040113.1	Exon 20	20	c.2272-15	c.2432+15	16	NC_000016.9	15841602	15841412
MYH11	NM_001040113.1	Exon 21	21	c.2433-15	c.2541+15	16	NC_000016.9	15839109	15838971
MYH11	NM_001040113.1	Exon 22	22	c.2542-15	c.2673+15	16	NC_000016.9	15835763	15835602
MYH11	NM_001040113.1	Exon 23	23	c.2674-15	c.2880+15	16	NC_000016.9	15835541	15835305
MYH11	NM_001040113.1	Exon 24	24	c.2881-15	c.3018+15	16	NC_000016.9	15834060	15833893
MYH11	NM_001040113.1	Exon 25	25	c.3019-15	c.3142+15	16	NC_000016.9	15832560	15832407
MYH11	NM_001040113.1	Exon 26	26	c.3143-15	c.3314+15	16	NC_000016.9	15831492	15831291
MYH11	NM_001040113.1	Exon 27	27	c.3315-15	c.3527+15	16	NC_000016.9	15829450	15829208
MYH11	NM_001040113.1	Exon 28	28	c.3528-15	c.3672+15	16	NC_000016.9	15826580	15826406
MYH11	NM_001040113.1	Exon 29	29	c.3673-15	c.3879+15	16	NC_000016.9	15820926	15820690
